Order ID,Order Date,Region,Product Line,Units Sold,Unit Price,Order Status,Delivery Days,Support Issue,Resolution Time (hrs),Customer Satisfaction,Total Revenue
HP00484,2025-03-31 03:38:52.849672,Africa,Accessories,34,1596.86,Pending,10,Hardware,19,2,54293.24
HP00485,2024-05-20 03:38:52.849675,North America,Laptops,52,1596.86,Pending,8,Warranty,35,2,83036.72
HP00486,2024-12-21 03:38:52.849677,Middle East,Accessories,82,1596.86,Backordered,5,Warranty,53,3,130942.52
HP00487,2025-01-30 03:38:52.849680,Africa,Accessories,99,1596.86,Backordered,5,Network,26,4,158089.14
HP00488,2024-06-12 03:38:52.849682,South America,Monitors,93,1596.86,Delivered,14,Warranty,14,3,148507.98
HP00489,2024-05-26 03:38:52.849686,Middle East,Laptops,52,1596.86,Pending,4,Hardware,45,5,83036.72
HP00490,2024-06-21 03:38:52.849689,North America,Monitors,29,1596.86,Pending,7,Network,44,1,46308.94
HP00491,2024-05-24 03:38:52.849691,Africa,Laptops,38,1596.86,Pending,10,Software,65,4,60680.68
HP00492,2024-06-08 03:38:52.849694,Africa,Desktops,42,1596.86,Backordered,4,Warranty,51,1,67068.12
HP00493,2025-02-02 03:38:52.849696,Africa,Laptops,21,1596.86,Pending,2,Network,43,5,33534.06
HP00494,2025-04-26 03:38:52.849699,South America,Monitors,42,1596.86,Delivered,4,Hardware,23,5,67068.12
HP00495,2025-02-15 03:38:52.849702,Middle East,Accessories,13,1596.86,Delivered,13,Setup,56,1,20759.18
HP00496,2025-05-07 03:38:52.849705,South America,Laptops,64,1596.86,Backordered,13,Setup,19,1,102199.04
HP00497,2025-01-23 03:38:52.849707,Europe,Laptops,17,1596.86,Cancelled,8,Hardware,55,1,27146.62
HP00498,2025-03-01 03:38:52.849710,Europe,Printers,9,1596.86,Backordered,9,Hardware,60,5,14371.74
HP00499,2024-12-14 03:38:52.849712,Middle East,Accessories,41,1596.86,Cancelled,3,Setup,59,2,65471.26
HP00500,2024-08-15 03:38:52.849715,South America,Desktops,1,1596.86,Pending,7,Network,33,1,1596.86
HP00501,2025-01-29 03:38:52.849718,North America,Monitors,2,1596.86,Backordered,14,Setup,19,4,3193.72
HP00502,2025-01-17 03:38:52.849720,Africa,Desktops,60,1596.86,Delivered,12,Hardware,28,5,95811.6
HP00503,2024-05-31 03:38:52.849723,Africa,Accessories,48,1596.86,Pending,14,Warranty,52,3,76649.28
HP00504,2025-03-18 03:38:52.849725,Middle East,Laptops,29,1596.86,Delivered,9,Software,49,3,46308.94
HP00505,2025-05-03 03:38:52.849728,Europe,Laptops,97,1596.86,Pending,11,Warranty,37,4,154895.42
HP00506,2024-11-04 03:38:52.849731,Europe,Accessories,10,1596.86,Backordered,4,Warranty,26,2,15968.6
HP00507,2024-05-31 03:38:52.849733,Africa,Laptops,58,1596.86,Cancelled,10,Hardware,40,1,92617.88
HP00508,2024-07-07 03:38:52.849736,Middle East,Laptops,60,1596.86,Pending,3,Setup,38,5,95811.6
HP00509,2025-04-16 03:38:52.849739,South America,Laptops,21,1596.86,Cancelled,5,Network,54,1,33534.06
HP00510,2025-03-15 03:38:52.849741,Europe,Monitors,28,1596.86,Pending,1,Warranty,22,5,44712.08
HP00511,2025-02-19 03:38:52.849744,South America,Monitors,75,1596.86,Delivered,3,Setup,16,3,119764.5
HP00512,2024-09-14 03:38:52.849747,Europe,Printers,34,1596.86,Delivered,8,Network,28,1,54293.24
HP00513,2025-02-12 03:38:52.849750,Europe,Desktops,8,1596.86,Pending,11,Warranty,35,4,12774.88
HP00514,2024-08-20 03:38:52.849752,Asia-Pacific,Accessories,59,1596.86,Cancelled,8,Network,60,2,94214.74
HP00515,2025-02-03 03:38:52.849755,Europe,Accessories,86,1596.86,Backordered,13,Setup,45,4,137329.96
HP00516,2024-08-15 03:38:52.849758,North America,Accessories,72,1596.86,Backordered,4,Software,46,2,114973.92
HP00517,2025-03-26 03:38:52.849761,Middle East,Printers,49,1596.86,Delivered,2,Setup,55,1,78246.14
HP00518,2025-03-16 03:38:52.849763,Middle East,Monitors,79,1596.86,Backordered,13,Hardware,26,1,126151.94
HP00519,2024-11-03 03:38:52.849766,South America,Printers,17,1596.86,Delivered,8,Network,25,2,27146.62
HP00520,2025-04-28 03:38:52.849768,Europe,Accessories,60,1596.86,Backordered,8,Software,65,3,95811.6
HP00521,2024-12-28 03:38:52.849771,North America,Desktops,87,1596.86,Pending,10,Network,6,5,138926.82
HP00522,2025-03-01 03:38:52.849774,South America,Laptops,88,1596.86,Delivered,4,Network,23,4,140523.68
HP00523,2025-03-19 03:38:52.849777,Asia-Pacific,Monitors,45,1596.86,Delivered,3,Warranty,64,4,71858.7
HP00524,2024-06-18 03:38:52.849782,South America,Monitors,83,1596.86,Pending,2,Hardware,43,4,132539.38
HP00525,2024-12-16 03:38:52.849786,South America,Printers,69,1596.86,Delivered,9,Network,23,1,110183.34
HP00526,2024-05-26 03:38:52.849791,Europe,Monitors,32,1596.86,Backordered,1,Setup,30,4,51099.52
HP00527,2025-02-12 03:38:52.849795,Asia-Pacific,Accessories,44,1596.86,Backordered,7,Setup,18,5,70261.84
HP00528,2025-05-12 03:38:52.849799,South America,Accessories,65,1596.86,Delivered,5,Warranty,21,5,103795.9
HP00529,2025-03-15 03:38:52.849804,North America,Printers,87,1596.86,Backordered,8,Hardware,57,2,138926.82
HP00530,2024-07-08 03:38:52.849809,North America,Accessories,8,1596.86,Cancelled,4,Hardware,23,1,12774.88
HP00531,2024-09-05 03:38:52.849819,Middle East,Desktops,77,1596.86,Delivered,7,Setup,45,5,122958.22
HP00532,2025-02-05 03:38:52.849822,Asia-Pacific,Printers,72,1596.86,Pending,13,Software,44,3,114973.92
HP00533,2025-04-15 03:38:52.849824,Asia-Pacific,Desktops,87,1596.86,Cancelled,5,Warranty,47,1,138926.82
HP00534,2024-08-11 03:38:52.849827,Middle East,Laptops,43,1596.86,Delivered,14,Warranty,40,1,68664.98
HP00535,2024-07-05 03:38:52.849829,South America,Desktops,1,1596.86,Pending,5,Setup,51,5,1596.86
HP00536,2024-07-05 03:38:52.849832,Asia-Pacific,Laptops,51,1596.86,Backordered,14,Setup,42,3,81439.86
HP00537,2025-03-07 03:38:52.849835,North America,Laptops,24,1596.86,Pending,9,Software,7,2,38324.64
HP00538,2025-05-05 03:38:52.849837,North America,Desktops,99,1596.86,Cancelled,9,Software,50,5,158089.14
HP00539,2024-11-05 03:38:52.849840,Europe,Printers,24,1596.86,Backordered,13,Hardware,48,3,38324.64
HP00540,2024-12-15 03:38:52.849842,Asia-Pacific,Accessories,17,1596.86,Delivered,9,Warranty,6,1,27146.62
HP00541,2025-04-20 03:38:52.849845,South America,Accessories,5,1596.86,Backordered,12,Warranty,9,3,7984.3
HP00542,2025-01-27 03:38:52.849853,Middle East,Laptops,20,1596.86,Delivered,6,Setup,57,1,31937.2
HP00543,2025-02-18 03:38:52.849858,Middle East,Laptops,21,1596.86,Delivered,6,Hardware,31,5,33534.06
HP00544,2024-06-23 03:38:52.849860,South America,Printers,58,1596.86,Pending,5,Warranty,21,5,92617.88
HP00545,2024-10-26 03:38:52.849863,Africa,Monitors,31,1596.86,Pending,9,Hardware,40,4,49502.66
HP00546,2024-10-05 03:38:52.849865,Europe,Desktops,11,1596.86,Pending,10,Hardware,45,4,17565.46
HP00547,2025-03-29 03:38:52.849868,Middle East,Laptops,52,1596.86,Cancelled,8,Setup,49,4,83036.72
HP00548,2024-10-26 03:38:52.849870,Asia-Pacific,Accessories,15,1596.86,Cancelled,7,Hardware,20,5,23952.9
HP00549,2024-09-05 03:38:52.849873,Europe,Printers,83,1596.86,Pending,7,Software,17,2,132539.38
HP00550,2024-07-02 03:38:52.849876,Asia-Pacific,Desktops,7,1596.86,Cancelled,6,Software,28,5,11178.02
HP00551,2024-07-03 03:38:52.849878,North America,Printers,28,1596.86,Backordered,5,Network,41,3,44712.08
HP00552,2025-02-12 03:38:52.849881,Europe,Desktops,51,1596.86,Backordered,13,Setup,66,5,81439.86
HP00553,2025-03-28 03:38:52.849883,Middle East,Desktops,58,1596.86,Cancelled,4,Network,25,5,92617.88
HP00554,2025-02-28 03:38:52.849886,Europe,Laptops,5,1596.86,Cancelled,3,Software,58,1,7984.3
HP00555,2024-07-01 03:38:52.849888,Europe,Printers,5,1596.86,Backordered,3,Network,41,1,7984.3
HP00556,2024-07-30 03:38:52.849891,Europe,Printers,94,1596.86,Delivered,6,Setup,6,1,150104.84
HP00557,2024-07-30 03:38:52.849893,Africa,Accessories,96,1596.86,Backordered,4,Setup,38,5,153298.56
HP00558,2024-10-18 03:38:52.849896,Europe,Accessories,8,1596.86,Backordered,12,Hardware,6,2,12774.88
HP00559,2025-03-30 03:38:52.849899,Asia-Pacific,Laptops,64,1596.86,Cancelled,12,Warranty,45,3,102199.04
HP00560,2024-12-16 03:38:52.849901,North America,Laptops,10,1596.86,Backordered,6,Hardware,14,3,15968.6
HP00561,2024-08-08 03:38:52.849904,South America,Monitors,38,1596.86,Cancelled,3,Setup,66,2,60680.68
HP00562,2024-10-12 03:38:52.849909,Europe,Accessories,96,1596.86,Cancelled,4,Software,40,2,153298.56
HP00563,2024-06-12 03:38:52.849913,Middle East,Desktops,92,1596.86,Pending,9,Software,3,3,146911.12
HP00564,2024-05-19 03:38:52.849918,Europe,Printers,81,1596.86,Backordered,5,Hardware,24,4,129345.66
HP00565,2024-12-30 03:38:52.849922,Middle East,Laptops,95,1596.86,Delivered,13,Setup,19,1,151701.7
HP00566,2025-01-16 03:38:52.849945,Asia-Pacific,Printers,8,1596.86,Pending,7,Software,18,1,12774.88
HP00567,2024-09-20 03:38:52.849951,Middle East,Printers,25,1596.86,Cancelled,10,Setup,64,3,39921.5
HP00568,2025-02-06 03:38:52.849954,South America,Monitors,73,1596.86,Cancelled,2,Software,35,2,116570.78
HP00569,2024-11-15 03:38:52.849956,North America,Accessories,66,1596.86,Delivered,14,Setup,62,4,105392.76
HP00570,2024-10-20 03:38:52.849959,Middle East,Laptops,79,1596.86,Cancelled,14,Network,1,3,126151.94
HP00571,2024-10-23 03:38:52.849961,Middle East,Printers,50,1596.86,Backordered,5,Setup,25,1,79843.0
HP00572,2024-09-12 03:38:52.849964,North America,Laptops,67,1596.86,Pending,9,Setup,45,5,106989.62
HP00573,2024-12-22 03:38:52.849967,South America,Desktops,49,1596.86,Cancelled,11,Hardware,49,2,78246.14
HP00574,2024-11-19 03:38:52.849969,Europe,Monitors,36,1596.86,Cancelled,3,Network,16,5,57486.96
HP00575,2024-11-23 03:38:52.849972,Middle East,Desktops,68,1596.86,Delivered,14,Warranty,19,3,108586.48
HP00576,2024-12-15 03:38:52.849974,North America,Laptops,78,1596.86,Backordered,9,Hardware,23,1,124555.08
HP00577,2024-09-17 03:38:52.849977,Asia-Pacific,Laptops,41,1596.86,Cancelled,14,Warranty,25,4,65471.26
HP00578,2024-11-05 03:38:52.849979,North America,Accessories,89,1596.86,Delivered,11,Software,16,5,142120.54
HP00579,2024-09-21 03:38:52.849982,Asia-Pacific,Printers,62,1596.86,Cancelled,6,Warranty,54,4,99005.32
HP00580,2025-02-06 03:38:52.849984,South America,Printers,10,1596.86,Delivered,4,Setup,1,1,15968.6
HP00581,2024-09-14 03:38:52.849986,Europe,Desktops,21,1596.86,Delivered,7,Warranty,42,5,33534.06
HP00582,2024-11-18 03:38:52.849989,North America,Monitors,36,1596.86,Backordered,8,Hardware,19,4,57486.96
HP00583,2024-10-04 03:38:52.849991,Africa,Printers,12,1596.86,Cancelled,6,Hardware,34,4,19162.32
HP00584,2024-07-15 03:38:52.849994,Middle East,Accessories,91,1596.86,Backordered,5,Warranty,55,5,145314.26
HP00585,2025-04-16 03:38:52.849996,South America,Desktops,2,1596.86,Delivered,6,Hardware,18,1,3193.72
HP00586,2024-08-27 03:38:52.849999,North America,Desktops,13,1596.86,Pending,5,Hardware,34,4,20759.18
HP00587,2025-05-05 03:38:52.850001,Middle East,Accessories,53,1596.86,Cancelled,8,Warranty,45,3,84633.58
HP00588,2024-06-23 03:38:52.850004,North America,Monitors,32,1596.86,Pending,1,Network,6,5,51099.52
HP00589,2024-06-07 03:38:52.850006,Asia-Pacific,Accessories,95,1596.86,Cancelled,11,Network,21,2,151701.7
HP00590,2024-12-27 03:38:52.850009,North America,Monitors,16,1596.86,Backordered,7,Software,70,2,25549.76
HP00591,2025-01-01 03:38:52.850011,Africa,Accessories,32,1596.86,Backordered,10,Hardware,48,1,51099.52
HP00592,2024-09-08 03:38:52.850014,North America,Accessories,32,1596.86,Backordered,10,Warranty,39,3,51099.52
HP00593,2024-12-16 03:38:52.850016,North America,Laptops,98,1596.86,Backordered,11,Hardware,31,4,156492.28
HP00594,2024-12-24 03:38:52.850021,Africa,Desktops,11,1596.86,Backordered,2,Setup,10,2,17565.46
HP00595,2025-02-20 03:38:52.850024,South America,Accessories,10,1596.86,Pending,14,Hardware,30,1,15968.6
HP00596,2024-12-28 03:38:52.850026,North America,Accessories,15,1596.86,Backordered,9,Hardware,18,3,23952.9
HP00597,2025-02-06 03:38:52.850029,Africa,Printers,17,1596.86,Delivered,1,Network,60,3,27146.62
HP00598,2024-12-03 03:38:52.850031,Middle East,Desktops,40,1596.86,Delivered,11,Warranty,15,1,63874.4
HP00599,2025-05-12 03:38:52.850034,Asia-Pacific,Printers,18,1596.86,Pending,10,Hardware,4,1,28743.48
HP00600,2024-09-29 03:38:52.850036,Asia-Pacific,Desktops,55,1596.86,Cancelled,6,Network,63,4,87827.3
HP00601,2025-04-25 03:38:52.850039,North America,Printers,73,1596.86,Delivered,9,Software,40,1,116570.78
HP00602,2025-04-14 03:38:52.850041,South America,Accessories,25,1596.86,Cancelled,1,Network,9,4,39921.5
HP00603,2024-05-26 03:38:52.850044,South America,Accessories,59,1596.86,Pending,4,Network,9,4,94214.74
HP00604,2024-06-04 03:38:52.850046,Middle East,Laptops,78,1596.86,Cancelled,4,Network,26,5,124555.08
HP00605,2025-02-08 03:38:52.850049,North America,Printers,89,1596.86,Cancelled,9,Hardware,4,3,142120.54
HP00606,2025-05-09 03:38:52.850051,Asia-Pacific,Monitors,22,1596.86,Cancelled,11,Hardware,16,3,35130.92
HP00607,2024-06-02 03:38:52.850054,South America,Laptops,30,1596.86,Cancelled,5,Software,15,3,47905.8
HP00608,2024-10-07 03:38:52.850056,North America,Printers,84,1596.86,Pending,5,Setup,52,5,134136.24
HP00609,2025-02-26 03:38:52.850059,South America,Printers,85,1596.86,Delivered,6,Setup,69,4,135733.1
HP00610,2025-01-03 03:38:52.850062,Africa,Laptops,44,1596.86,Backordered,1,Setup,5,4,70261.84
HP00611,2024-09-29 03:38:52.850064,South America,Accessories,32,1596.86,Cancelled,1,Software,20,1,51099.52
HP00612,2025-03-14 03:38:52.850067,Asia-Pacific,Printers,51,1596.86,Delivered,9,Setup,18,5,81439.86
HP00613,2024-05-18 03:38:52.850069,Europe,Accessories,46,1596.86,Delivered,3,Setup,2,1,73455.56
HP00614,2024-12-26 03:38:52.850072,Middle East,Laptops,21,1596.86,Pending,4,Network,13,5,33534.06
HP00615,2024-05-28 03:38:52.850074,Middle East,Accessories,99,1596.86,Delivered,1,Hardware,4,1,158089.14
HP00616,2024-06-10 03:38:52.850077,Asia-Pacific,Desktops,32,1596.86,Pending,9,Hardware,42,2,51099.52
HP00617,2025-01-11 03:38:52.850080,South America,Monitors,94,1596.86,Cancelled,8,Network,61,3,150104.84
HP00618,2024-10-22 03:38:52.850082,North America,Printers,39,1596.86,Cancelled,2,Network,8,3,62277.54
HP00619,2024-11-05 03:38:52.850085,South America,Monitors,12,1596.86,Backordered,8,Network,67,4,19162.32
HP00620,2024-07-06 03:38:52.850088,Asia-Pacific,Accessories,47,1596.86,Backordered,7,Hardware,63,2,75052.42
HP00621,2025-01-06 03:38:52.850091,Middle East,Printers,18,1596.86,Backordered,11,Setup,9,3,28743.48
HP00622,2025-03-03 03:38:52.850093,South America,Accessories,21,1596.86,Delivered,6,Network,11,4,33534.06
HP00623,2024-12-19 03:38:52.850096,Middle East,Desktops,13,1596.86,Cancelled,1,Software,42,2,20759.18
HP00624,2024-09-10 03:38:52.850098,North America,Laptops,21,1596.86,Pending,7,Network,13,3,33534.06
HP00625,2024-08-10 03:38:52.850101,Middle East,Printers,8,1596.86,Backordered,10,Warranty,36,1,12774.88
HP00626,2025-05-06 03:38:52.850104,Middle East,Desktops,46,1596.86,Pending,7,Network,13,5,73455.56
HP00627,2025-03-19 03:38:52.850106,Europe,Desktops,7,1596.86,Pending,13,Hardware,12,2,11178.02
HP00628,2025-03-23 03:38:52.850108,Europe,Printers,23,1596.86,Backordered,14,Network,37,4,36727.78
HP00629,2025-01-05 03:38:52.850112,Africa,Accessories,96,1596.86,Cancelled,9,Warranty,52,2,153298.56
HP00630,2025-02-25 03:38:52.850117,Europe,Desktops,75,1596.86,Backordered,1,Software,71,4,119764.5
HP00631,2024-07-18 03:38:52.850121,Middle East,Monitors,86,1596.86,Pending,2,Setup,2,2,137329.96
HP00632,2025-04-10 03:38:52.850126,Asia-Pacific,Desktops,22,1596.86,Backordered,11,Network,56,4,35130.92
HP00633,2024-08-01 03:38:52.850131,Middle East,Accessories,89,1596.86,Pending,9,Warranty,60,3,142120.54
HP00634,2024-07-15 03:38:52.850145,Asia-Pacific,Accessories,22,1596.86,Pending,13,Warranty,23,1,35130.92
HP00635,2024-11-08 03:38:52.850147,Asia-Pacific,Monitors,92,1596.86,Backordered,9,Software,40,3,146911.12
HP00636,2025-05-02 03:38:52.850150,Europe,Desktops,29,1596.86,Delivered,13,Hardware,64,1,46308.94
HP00637,2024-12-25 03:38:52.850153,South America,Accessories,13,1596.86,Backordered,6,Network,23,3,20759.18
HP00638,2024-08-19 03:38:52.850156,North America,Printers,82,1596.86,Delivered,6,Warranty,29,3,130942.52
HP00639,2024-09-20 03:38:52.850158,Europe,Laptops,2,1596.86,Pending,4,Software,51,2,3193.72
HP00640,2024-06-26 03:38:52.850161,Europe,Laptops,29,1596.86,Pending,4,Setup,69,5,46308.94
HP00641,2024-12-03 03:38:52.850163,South America,Laptops,85,1596.86,Delivered,5,Warranty,31,4,135733.1
HP00642,2024-06-08 03:38:52.850166,North America,Desktops,79,1596.86,Pending,3,Software,50,4,126151.94
HP00643,2024-09-04 03:38:52.850168,Middle East,Monitors,52,1596.86,Delivered,1,Hardware,20,4,83036.72
HP00644,2024-09-14 03:38:52.850171,Africa,Accessories,27,1596.86,Delivered,1,Hardware,55,1,43115.22
HP00645,2024-10-21 03:38:52.850173,Africa,Printers,50,1596.86,Pending,12,Warranty,2,4,79843.0
HP00646,2025-04-12 03:38:52.850176,Middle East,Printers,95,1596.86,Cancelled,13,Warranty,25,4,151701.7
HP00647,2025-01-15 03:38:52.850178,Europe,Desktops,79,1596.86,Delivered,7,Network,13,2,126151.94
HP00648,2024-06-16 03:38:52.850181,North America,Laptops,23,1596.86,Backordered,1,Software,70,3,36727.78
HP00649,2025-03-01 03:38:52.850183,Europe,Desktops,88,1596.86,Backordered,1,Warranty,67,4,140523.68
HP00650,2025-01-20 03:38:52.850186,Asia-Pacific,Monitors,44,1596.86,Pending,3,Network,58,5,70261.84
HP00651,2024-05-31 03:38:52.850188,Europe,Monitors,77,1596.86,Cancelled,10,Network,64,4,122958.22
HP00652,2024-10-03 03:38:52.850194,Europe,Accessories,22,1596.86,Pending,4,Warranty,69,1,35130.92
HP00653,2024-12-06 03:38:52.850197,Middle East,Accessories,43,1596.86,Cancelled,4,Hardware,59,1,68664.98
HP00654,2024-06-21 03:38:52.850199,Middle East,Monitors,37,1596.86,Delivered,2,Software,60,1,59083.82
HP00655,2025-05-08 03:38:52.850202,Middle East,Monitors,61,1596.86,Delivered,1,Software,62,4,97408.46
HP00656,2024-05-20 03:38:52.850205,Africa,Monitors,97,1596.86,Delivered,3,Hardware,16,2,154895.42
HP00657,2024-12-20 03:38:52.850208,Asia-Pacific,Desktops,56,1596.86,Delivered,11,Warranty,68,5,89424.16
HP00658,2025-02-17 03:38:52.850211,Middle East,Monitors,3,1596.86,Backordered,4,Software,15,4,4790.58
HP00659,2024-07-23 03:38:52.850213,North America,Printers,63,1596.86,Backordered,3,Warranty,55,2,100602.18
HP00660,2024-10-31 03:38:52.850216,Africa,Laptops,19,1596.86,Pending,8,Warranty,35,2,30340.34
HP00661,2024-06-18 03:38:52.850218,South America,Monitors,23,1596.86,Cancelled,14,Network,55,4,36727.78
HP00662,2024-09-04 03:38:52.850221,North America,Laptops,29,1596.86,Delivered,10,Hardware,14,4,46308.94
HP00663,2024-09-25 03:38:52.850223,North America,Desktops,30,1596.86,Delivered,1,Warranty,49,2,47905.8
HP00664,2025-04-20 03:38:52.850226,Middle East,Laptops,39,1596.86,Cancelled,14,Setup,7,2,62277.54
HP00665,2025-04-06 03:38:52.850228,South America,Desktops,25,1596.86,Cancelled,2,Hardware,30,2,39921.5
HP00666,2024-12-02 03:38:52.850231,South America,Printers,8,1596.86,Pending,13,Software,49,4,12774.88
HP00667,2025-03-07 03:38:52.850234,Africa,Desktops,58,1596.86,Cancelled,7,Network,16,2,92617.88
HP00668,2025-03-20 03:38:52.850236,South America,Desktops,16,1596.86,Delivered,4,Software,51,1,25549.76
HP00669,2025-01-17 03:38:52.850239,Asia-Pacific,Accessories,72,1596.86,Delivered,8,Software,42,4,114973.92
HP00670,2024-09-26 03:38:52.850241,Middle East,Monitors,1,1596.86,Delivered,11,Hardware,17,1,1596.86
HP00671,2024-10-27 03:38:52.850244,South America,Monitors,5,1596.86,Delivered,13,Software,63,3,7984.3
HP00672,2024-05-30 03:38:52.850246,Africa,Printers,3,1596.86,Delivered,3,Warranty,45,4,4790.58
HP00673,2025-05-01 03:38:52.850249,Asia-Pacific,Printers,65,1596.86,Pending,6,Software,7,3,103795.9
HP00674,2024-12-27 03:38:52.850251,Europe,Monitors,4,1596.86,Delivered,9,Network,27,2,6387.44
HP00675,2024-11-09 03:38:52.850254,Europe,Accessories,99,1596.86,Pending,1,Network,10,2,158089.14
HP00676,2024-10-07 03:38:52.850256,Asia-Pacific,Monitors,96,1596.86,Delivered,1,Setup,34,5,153298.56
HP00677,2024-08-13 03:38:52.850259,Africa,Accessories,64,1596.86,Backordered,8,Network,36,2,102199.04
HP00678,2024-07-07 03:38:52.850261,Asia-Pacific,Printers,98,1596.86,Backordered,3,Software,25,3,156492.28
HP00679,2024-05-31 03:38:52.850264,Middle East,Laptops,89,1596.86,Backordered,5,Network,6,2,142120.54
HP00680,2024-10-17 03:38:52.850266,Middle East,Printers,10,1596.86,Backordered,1,Hardware,24,4,15968.6
HP00681,2024-09-29 03:38:52.850269,Europe,Printers,21,1596.86,Pending,5,Network,18,2,33534.06
HP00682,2024-11-24 03:38:52.850271,South America,Desktops,46,1596.86,Pending,11,Warranty,6,5,73455.56
HP00683,2024-08-02 03:38:52.850274,Africa,Desktops,91,1596.86,Cancelled,6,Hardware,29,2,145314.26
HP00684,2024-09-13 03:38:52.850277,Europe,Desktops,27,1596.86,Delivered,8,Setup,25,3,43115.22
HP00685,2025-04-21 03:38:52.850279,South America,Desktops,66,1596.86,Backordered,13,Warranty,55,3,105392.76
HP00686,2024-12-27 03:38:52.850281,South America,Accessories,41,1596.86,Pending,14,Software,46,2,65471.26
HP00687,2024-12-06 03:38:52.850284,Middle East,Monitors,13,1596.86,Delivered,3,Software,24,3,20759.18
HP00688,2024-07-27 03:38:52.850286,North America,Laptops,9,1596.86,Delivered,3,Software,26,3,14371.74
HP00689,2024-10-27 03:38:52.850291,North America,Printers,36,1596.86,Pending,12,Warranty,28,5,57486.96
HP00690,2024-09-16 03:38:52.850296,Asia-Pacific,Accessories,86,1596.86,Backordered,11,Warranty,3,4,137329.96
HP00691,2024-06-20 03:38:52.850300,Middle East,Laptops,90,1596.86,Cancelled,11,Warranty,38,5,143717.4
HP00692,2024-09-23 03:38:52.850305,South America,Accessories,58,1596.86,Delivered,10,Hardware,61,1,92617.88
HP00693,2025-03-08 03:38:52.850309,Africa,Accessories,54,1596.86,Cancelled,9,Hardware,51,5,86230.44
HP00694,2025-04-04 03:38:52.850313,North America,Printers,12,1596.86,Backordered,4,Software,48,2,19162.32
HP00695,2024-05-30 03:38:52.850318,South America,Monitors,81,1596.86,Backordered,4,Network,21,4,129345.66
HP00696,2024-09-27 03:38:52.850324,North America,Desktops,78,1596.86,Cancelled,12,Software,54,2,124555.08
HP00697,2024-07-13 03:38:52.850329,North America,Monitors,14,1596.86,Backordered,7,Setup,56,1,22356.04
HP00698,2024-07-12 03:38:52.850331,North America,Printers,34,1596.86,Delivered,2,Hardware,59,4,54293.24
HP00699,2025-02-02 03:38:52.850334,Africa,Printers,53,1596.86,Cancelled,8,Warranty,51,3,84633.58
HP00700,2024-11-04 03:38:52.850337,Middle East,Printers,20,1596.86,Backordered,6,Hardware,20,5,31937.2
HP00701,2024-10-22 03:38:52.850339,Africa,Laptops,75,1596.86,Cancelled,3,Warranty,59,2,119764.5
HP00702,2025-02-18 03:38:52.850341,Europe,Monitors,16,1596.86,Delivered,9,Setup,71,1,25549.76
HP00703,2024-06-08 03:38:52.850344,South America,Monitors,95,1596.86,Backordered,5,Setup,9,3,151701.7
HP00704,2025-05-10 03:38:52.850347,Middle East,Accessories,70,1596.86,Delivered,8,Hardware,1,5,111780.2
HP00705,2024-10-16 03:38:52.850350,Middle East,Accessories,56,1596.86,Backordered,7,Warranty,29,3,89424.16
HP00706,2025-02-06 03:38:52.850354,Middle East,Accessories,83,1596.86,Pending,14,Setup,63,5,132539.38
HP00707,2024-08-03 03:38:52.850359,Middle East,Printers,58,1596.86,Backordered,8,Software,56,4,92617.88
HP00708,2024-05-20 03:38:52.850363,Africa,Monitors,4,1596.86,Cancelled,7,Software,68,3,6387.44
HP00709,2025-01-11 03:38:52.850368,Middle East,Printers,4,1596.86,Backordered,3,Warranty,35,3,6387.44
HP00710,2024-12-06 03:38:52.850374,Asia-Pacific,Laptops,20,1596.86,Delivered,2,Hardware,3,3,31937.2
HP00711,2025-02-11 03:38:52.850376,South America,Accessories,10,1596.86,Delivered,7,Setup,7,4,15968.6
HP00712,2024-08-12 03:38:52.850379,Middle East,Printers,24,1596.86,Backordered,3,Hardware,27,1,38324.64
HP00713,2025-01-30 03:38:52.850381,South America,Printers,99,1596.86,Cancelled,3,Software,1,5,158089.14
HP00714,2024-10-07 03:38:52.850384,Asia-Pacific,Laptops,26,1596.86,Pending,2,Setup,71,3,41518.36
HP00715,2025-04-06 03:38:52.850386,Asia-Pacific,Desktops,37,1596.86,Cancelled,4,Hardware,44,4,59083.82
HP00716,2025-01-15 03:38:52.850389,South America,Monitors,85,1596.86,Pending,8,Network,41,1,135733.1
HP00717,2024-08-08 03:38:52.850394,North America,Desktops,54,1596.86,Delivered,12,Warranty,42,5,86230.44
HP00718,2024-08-13 03:38:52.850396,Europe,Accessories,21,1596.86,Cancelled,1,Warranty,33,4,33534.06
HP00719,2025-02-03 03:38:52.850399,North America,Printers,74,1596.86,Pending,1,Network,50,5,118167.64
HP00720,2025-03-16 03:38:52.850402,North America,Laptops,38,1596.86,Backordered,12,Software,63,3,60680.68
HP00721,2025-03-23 03:38:52.850404,Africa,Laptops,46,1596.86,Delivered,14,Setup,37,1,73455.56
HP00722,2024-08-28 03:38:52.850406,North America,Monitors,4,1596.86,Backordered,5,Warranty,59,4,6387.44
HP00723,2025-04-02 03:38:52.850418,Middle East,Desktops,60,1596.86,Delivered,11,Network,48,1,95811.6
HP00724,2025-04-07 03:38:52.850421,Africa,Monitors,57,1596.86,Cancelled,5,Network,5,3,91021.02
HP00725,2024-12-03 03:38:52.850423,Africa,Printers,45,1596.86,Cancelled,11,Software,48,1,71858.7
